Evaluation of nasdaq_ours_fold2 with ac agent and sharpe indicator
Namespace(stock='nasdaq_ours_fold2', window=30, episodes=10, agent='ac', lr=0.001, cash=10, normalizer=1, indicator='sharpe', lambda_sharpe=0.1, sharpe_window=20, lambda_kelly=0.1, kelly_window=20, alpha_var=0.05, lambda_var=0.1, alpha_cvar=0.05, tau_cvar=-0.05, beta_cvar=0.1)
DAY 6 | PRICE $9675.80 | ACTION BUY
DAY 7 | PRICE $8940.49 | ACTION BUY
DAY 8 | PRICE $8602.89 | ACTION SELL
DAY 9 | PRICE $7930.43 | ACTION BUY
DAY 11 | PRICE $7169.86 | ACTION SELL
DAY 12 | PRICE $7642.86 | ACTION BUY
DAY 13 | PRICE $7881.22 | ACTION SELL
DAY 14 | PRICE $8308.79 | ACTION SELL
DAY 18 | PRICE $8752.68 | ACTION BUY
DAY 21 | PRICE $9560.41 | ACTION SELL
DAY 25 | PRICE $10194.06 | ACTION BUY
DAY 27 | PRICE $10421.20 | ACTION SELL
DAY 31 | PRICE $10972.06 | ACTION BUY
DAY 32 | PRICE $11245.44 | ACTION SELL
DAY 40 | PRICE $11454.57 | ACTION BUY
DAY 42 | PRICE $10830.94 | ACTION SELL
DAY 44 | PRICE $11814.89 | ACTION BUY
DAY 45 | PRICE $11796.53 | ACTION BUY
DAY 46 | PRICE $12263.93 | ACTION SELL
DAY 47 | PRICE $12453.21 | ACTION SELL
DAY 48 | PRICE $12465.42 | ACTION BUY
DAY 49 | PRICE $12695.31 | ACTION SELL
DAY 63 | PRICE $13674.28 | ACTION BUY
DAY 65 | PRICE $13698.67 | ACTION SELL
DAY 66 | PRICE $14064.28 | ACTION BUY
DAY 67 | PRICE $13485.59 | ACTION SELL
DAY 71 | PRICE $13689.74 | ACTION BUY
DAY 72 | PRICE $13906.45 | ACTION SELL
DAY 73 | PRICE $13903.73 | ACTION BUY
DAY 74 | PRICE $14246.30 | ACTION SELL
DAY 92 | PRICE $15323.29 | ACTION BUY
DAY 94 | PRICE $15705.38 | ACTION BUY
DAY 95 | PRICE $16017.23 | ACTION SELL
DAY 96 | PRICE $15644.61 | ACTION SELL
DAY 99 | PRICE $14860.04 | ACTION BUY
DAY 101 | PRICE $15512.41 | ACTION BUY
DAY 103 | PRICE $14331.65 | ACTION SELL
DAY 104 | PRICE $13392.19 | ACTION SELL
DAY 112 | PRICE $13897.20 | ACTION BUY
DAY 113 | PRICE $14217.73 | ACTION SELL
DAY 118 | PRICE $11990.15 | ACTION BUY
DAY 119 | PRICE $11510.25 | ACTION SELL
DAY 124 | PRICE $10974.05 | ACTION BUY
DAY 126 | PRICE $11250.32 | ACTION SELL
DAY 131 | PRICE $12698.61 | ACTION BUY
DAY 132 | PRICE $12863.01 | ACTION SELL
DAY 144 | PRICE $10779.95 | ACTION BUY
DAY 145 | PRICE $11006.21 | ACTION SELL
DAY 146 | PRICE $11206.38 | ACTION BUY
DAY 147 | PRICE $11296.72 | ACTION SELL
DAY 152 | PRICE $10589.59 | ACTION BUY
DAY 153 | PRICE $10952.05 | ACTION SELL
DAY 156 | PRICE $11890.09 | ACTION BUY
DAY 159 | PRICE $11273.61 | ACTION SELL
DAY 164 | PRICE $11898.36 | ACTION BUY
DAY 165 | PRICE $12026.55 | ACTION BUY
DAY 168 | PRICE $12065.72 | ACTION SELL
DAY 169 | PRICE $12209.58 | ACTION BUY
DAY 170 | PRICE $12624.06 | ACTION SELL
DAY 171 | PRICE $12729.74 | ACTION SELL
DAY 173 | PRICE $13302.58 | ACTION BUY
DAY 174 | PRICE $13561.84 | ACTION SELL
DAY 180 | PRICE $13914.81 | ACTION BUY
DAY 181 | PRICE $13698.39 | ACTION SELL
DAY 189 | PRICE $13087.57 | ACTION BUY
DAY 191 | PRICE $13157.33 | ACTION BUY
DAY 192 | PRICE $12543.86 | ACTION SELL
DAY 193 | PRICE $13177.64 | ACTION SELL
DAY 194 | PRICE $13506.02 | ACTION BUY
DAY 195 | PRICE $14033.79 | ACTION BUY
DAY 196 | PRICE $14214.13 | ACTION SELL
DAY 197 | PRICE $14135.00 | ACTION BUY
DAY 198 | PRICE $14264.96 | ACTION SELL
DAY 199 | PRICE $14753.16 | ACTION SELL
DAY 203 | PRICE $14706.23 | ACTION BUY
DAY 204 | PRICE $15468.91 | ACTION SELL
DAY 217 | PRICE $15770.72 | ACTION BUY
DAY 218 | PRICE $16068.34 | ACTION SELL
DAY 224 | PRICE $17636.36 | ACTION BUY
DAY 225 | PRICE $17546.63 | ACTION SELL
DAY 227 | PRICE $18467.58 | ACTION BUY
DAY 229 | PRICE $17313.52 | ACTION BUY
DAY 230 | PRICE $17438.60 | ACTION SELL
DAY 231 | PRICE $16179.53 | ACTION SELL
DAY 242 | PRICE $18305.42 | ACTION BUY
DAY 245 | PRICE $19073.39 | ACTION SELL
Initial Cash: $37348.70
Total Profit: $64.31
Final Cash:  $37413.01
Price Change: $8976.43 → $19342.51 (115.48%)
