Evaluation of japan_ni_ours_fold1 with a2c agent and kelly indicator
Namespace(stock='japan_ni_ours_fold1', window=30, episodes=10, agent='a2c', lr=0.001, cash=10, normalizer=1, indicator='kelly', lambda_sharpe=0.1, sharpe_window=20, lambda_kelly=0.1, kelly_window=20, alpha_var=0.05, lambda_var=0.1, alpha_cvar=0.05, tau_cvar=-0.05, beta_cvar=0.1)
DAY 2 | PRICE $24013.75 | ACTION BUY
DAY 3 | PRICE $23755.32 | ACTION SELL
DAY 10 | PRICE $16378.94 | ACTION BUY
DAY 11 | PRICE $18446.80 | ACTION SELL
DAY 13 | PRICE $18730.80 | ACTION BUY
DAY 14 | PRICE $19465.95 | ACTION SELL
DAY 23 | PRICE $22257.14 | ACTION BUY
DAY 24 | PRICE $22273.38 | ACTION SELL
DAY 36 | PRICE $23347.64 | ACTION BUY
DAY 37 | PRICE $23272.45 | ACTION SELL
DAY 71 | PRICE $28875.39 | ACTION BUY
DAY 72 | PRICE $28758.37 | ACTION SELL
DAY 74 | PRICE $28118.03 | ACTION BUY
DAY 75 | PRICE $28240.21 | ACTION SELL
DAY 102 | PRICE $27165.93 | ACTION BUY
DAY 103 | PRICE $27575.07 | ACTION SELL
DAY 105 | PRICE $26262.63 | ACTION BUY
DAY 106 | PRICE $25006.26 | ACTION SELL
DAY 140 | PRICE $27903.27 | ACTION BUY
DAY 141 | PRICE $28038.16 | ACTION SELL
DAY 152 | PRICE $27266.94 | ACTION BUY
DAY 153 | PRICE $27426.48 | ACTION SELL
DAY 173 | PRICE $32338.30 | ACTION BUY
DAY 174 | PRICE $32509.94 | ACTION SELL
DAY 186 | PRICE $31093.90 | ACTION BUY
DAY 187 | PRICE $30687.33 | ACTION SELL
DAY 192 | PRICE $32726.68 | ACTION BUY
DAY 193 | PRICE $32800.24 | ACTION SELL
DAY 199 | PRICE $35813.77 | ACTION BUY
DAY 202 | PRICE $38288.04 | ACTION SELL
DAY 204 | PRICE $39769.04 | ACTION BUY
DAY 205 | PRICE $38452.57 | ACTION SELL
DAY 211 | PRICE $37604.23 | ACTION BUY
DAY 213 | PRICE $38084.71 | ACTION BUY
DAY 214 | PRICE $38942.28 | ACTION SELL
DAY 215 | PRICE $38756.13 | ACTION BUY
DAY 216 | PRICE $38591.79 | ACTION SELL
DAY 217 | PRICE $39074.88 | ACTION SELL
DAY 233 | PRICE $39195.93 | ACTION BUY
DAY 234 | PRICE $39910.55 | ACTION SELL
Initial Cash: $185425.50
Total Profit: $5812.92
Final Cash:  $191238.42
Price Change: $23837.72 → $38927.16 (63.30%)
